matrix,np,threads,mode,total_time,compute_time,comm_time,gflops,log
bcsstk13,2,1,balanced,0.001054,0.000344,0.000051,2.4398,results/bcsstk13_balanced_np2_t1.log
bcsstk13,2,2,naive,0.000357,0.000302,0.000144,2.7743,results/bcsstk13_naive_np2_t2.log
bcsstk13,2,2,metis,0.000866,0.000243,0.000643,3.4480,results/bcsstk13_metis_np2_t2.log
bcsstk13,2,2,balanced,0.001219,0.000519,0.000071,1.6161,results/bcsstk13_balanced_np2_t2.log
bcsstk13,2,4,naive,0.000440,0.000387,0.000086,2.1676,results/bcsstk13_naive_np2_t4.log
bcsstk13,2,4,metis,0.000633,0.000566,0.000236,1.4819,results/bcsstk13_metis_np2_t4.log
bcsstk13,2,4,balanced,0.001669,0.000860,0.000146,0.9751,results/bcsstk13_balanced_np2_t4.log
bcsstk13,4,1,naive,NA,NA,NA,NA,results/bcsstk13_naive_np4_t1.log
bcsstk13,4,1,metis,NA,NA,NA,NA,results/bcsstk13_metis_np4_t1.log
bcsstk13,4,1,balanced,NA,NA,NA,NA,results/bcsstk13_balanced_np4_t1.log
bcsstk13,4,2,naive,NA,NA,NA,NA,results/bcsstk13_naive_np4_t2.log
bcsstk13,4,2,metis,NA,NA,NA,NA,results/bcsstk13_metis_np4_t2.log
bcsstk13,4,2,balanced,NA,NA,NA,NA,results/bcsstk13_balanced_np4_t2.log
bcsstk13,4,4,naive,NA,NA,NA,NA,results/bcsstk13_naive_np4_t4.log
bcsstk13,4,4,metis,NA,NA,NA,NA,results/bcsstk13_metis_np4_t4.log
bcsstk13,4,4,balanced,NA,NA,NA,NA,results/bcsstk13_balanced_np4_t4.log
bcsstk13,8,1,naive,NA,NA,NA,NA,results/bcsstk13_naive_np8_t1.log
bcsstk13,8,1,metis,NA,NA,NA,NA,results/bcsstk13_metis_np8_t1.log
bcsstk13,8,1,balanced,NA,NA,NA,NA,results/bcsstk13_balanced_np8_t1.log
bcsstk13,8,2,naive,NA,NA,NA,NA,results/bcsstk13_naive_np8_t2.log
bcsstk13,8,2,metis,NA,NA,NA,NA,results/bcsstk13_metis_np8_t2.log
bcsstk13,8,2,balanced,NA,NA,NA,NA,results/bcsstk13_balanced_np8_t2.log
bcsstk13,8,4,naive,NA,NA,NA,NA,results/bcsstk13_naive_np8_t4.log
bcsstk13,8,4,metis,NA,NA,NA,NA,results/bcsstk13_metis_np8_t4.log
bcsstk13,8,4,balanced,NA,NA,NA,NA,results/bcsstk13_balanced_np8_t4.log
bcsstk16,1,1,naive,0.001027,0.001011,0.000015,2.8717,results/bcsstk16_naive_np1_t1.log
bcsstk16,1,1,metis,NA,NA,NA,NA,results/bcsstk16_metis_np1_t1.log
bcsstk16,1,1,balanced,0.002357,0.001577,0.000002,1.8413,results/bcsstk16_balanced_np1_t1.log
bcsstk16,1,2,naive,0.000789,0.000773,0.000015,3.7566,results/bcsstk16_naive_np1_t2.log
bcsstk16,1,2,metis,NA,NA,NA,NA,results/bcsstk16_metis_np1_t2.log
bcsstk16,1,2,balanced,0.002711,0.001916,0.000003,1.5152,results/bcsstk16_balanced_np1_t2.log
bcsstk16,1,4,naive,0.001103,0.001089,0.000013,2.6673,results/bcsstk16_naive_np1_t4.log
bcsstk16,1,4,metis,NA,NA,NA,NA,results/bcsstk16_metis_np1_t4.log
bcsstk16,1,4,balanced,0.002820,0.002059,0.000003,1.4105,results/bcsstk16_balanced_np1_t4.log
bcsstk16,2,1,naive,0.000639,0.000569,0.000160,5.1040,results/bcsstk16_naive_np2_t1.log
bcsstk16,2,1,metis,0.006184,0.001300,0.005325,2.2338,results/bcsstk16_metis_np2_t1.log
bcsstk16,2,1,balanced,0.002459,0.001652,0.000653,1.7583,results/bcsstk16_balanced_np2_t1.log
bcsstk16,2,2,naive,0.000660,0.000592,0.000114,4.9036,results/bcsstk16_naive_np2_t2.log
bcsstk16,2,2,metis,0.001101,0.000950,0.000321,3.0552,results/bcsstk16_metis_np2_t2.log
bcsstk16,2,2,balanced,0.003401,0.001489,0.000649,1.9506,results/bcsstk16_balanced_np2_t2.log
bcsstk16,2,4,naive,0.000719,0.000638,0.000119,4.5523,results/bcsstk16_naive_np2_t4.log
bcsstk16,2,4,metis,0.002300,0.001083,0.001292,2.6812,results/bcsstk16_metis_np2_t4.log
bcsstk16,2,4,balanced,0.002346,0.001425,0.000188,2.0376,results/bcsstk16_balanced_np2_t4.log
bcsstk16,4,1,naive,NA,NA,NA,NA,results/bcsstk16_naive_np4_t1.log
bcsstk16,4,1,metis,NA,NA,NA,NA,results/bcsstk16_metis_np4_t1.log
bcsstk16,4,1,balanced,NA,NA,NA,NA,results/bcsstk16_balanced_np4_t1.log
bcsstk16,4,2,naive,NA,NA,NA,NA,results/bcsstk16_naive_np4_t2.log
bcsstk16,4,2,metis,NA,NA,NA,NA,results/bcsstk16_metis_np4_t2.log
bcsstk16,4,2,balanced,NA,NA,NA,NA,results/bcsstk16_balanced_np4_t2.log
bcsstk16,4,4,naive,NA,NA,NA,NA,results/bcsstk16_naive_np4_t4.log
bcsstk16,4,4,metis,NA,NA,NA,NA,results/bcsstk16_metis_np4_t4.log
bcsstk16,4,4,balanced,NA,NA,NA,NA,results/bcsstk16_balanced_np4_t4.log
bcsstk16,8,1,naive,NA,NA,NA,NA,results/bcsstk16_naive_np8_t1.log
bcsstk16,8,1,metis,NA,NA,NA,NA,results/bcsstk16_metis_np8_t1.log
bcsstk16,8,1,balanced,NA,NA,NA,NA,results/bcsstk16_balanced_np8_t1.log
bcsstk16,8,2,naive,NA,NA,NA,NA,results/bcsstk16_naive_np8_t2.log
bcsstk16,8,2,metis,NA,NA,NA,NA,results/bcsstk16_metis_np8_t2.log
bcsstk16,8,2,balanced,NA,NA,NA,NA,results/bcsstk16_balanced_np8_t2.log
bcsstk16,8,4,naive,NA,NA,NA,NA,results/bcsstk16_naive_np8_t4.log
bcsstk16,8,4,metis,NA,NA,NA,NA,results/bcsstk16_metis_np8_t4.log
bcsstk16,8,4,balanced,NA,NA,NA,NA,results/bcsstk16_balanced_np8_t4.log
bcsstk17,1,1,naive,0.001181,0.001156,0.000024,3.7082,results/bcsstk17_naive_np1_t1.log
bcsstk17,1,1,metis,NA,NA,NA,NA,results/bcsstk17_metis_np1_t1.log
bcsstk17,1,1,balanced,0.003960,0.002706,0.000003,1.5840,results/bcsstk17_balanced_np1_t1.log
bcsstk17,1,2,naive,0.001497,0.001472,0.000023,2.9113,results/bcsstk17_naive_np1_t2.log
bcsstk17,1,2,metis,NA,NA,NA,NA,results/bcsstk17_metis_np1_t2.log
bcsstk17,1,2,balanced,0.004526,0.003211,0.000003,1.3348,results/bcsstk17_balanced_np1_t2.log
bcsstk17,1,4,naive,0.001271,0.001252,0.000018,3.4241,results/bcsstk17_naive_np1_t4.log
bcsstk17,1,4,metis,NA,NA,NA,NA,results/bcsstk17_metis_np1_t4.log
bcsstk17,1,4,balanced,0.004193,0.002968,0.000003,1.4442,results/bcsstk17_balanced_np1_t4.log
bcsstk17,2,1,naive,0.000884,0.000798,0.000192,5.3731,results/bcsstk17_naive_np2_t1.log
bcsstk17,2,1,metis,0.003042,0.001344,0.001648,3.1885,results/bcsstk17_metis_np2_t1.log
bcsstk17,2,1,balanced,0.002578,0.001390,0.000124,3.0835,results/bcsstk17_balanced_np2_t1.log
bcsstk17,2,2,naive,0.000807,0.000727,0.000147,5.8994,results/bcsstk17_naive_np2_t2.log
bcsstk17,2,2,metis,0.020670,0.013815,0.014421,0.3103,results/bcsstk17_metis_np2_t2.log
bcsstk17,2,2,balanced,0.003386,0.002000,0.000236,2.1429,results/bcsstk17_balanced_np2_t2.log
bcsstk17,2,4,naive,0.001210,0.001064,0.000142,4.0300,results/bcsstk17_naive_np2_t4.log
bcsstk17,2,4,metis,0.001304,0.001193,0.000285,3.5924,results/bcsstk17_metis_np2_t4.log
bcsstk17,2,4,balanced,0.003129,0.001912,0.000126,2.2417,results/bcsstk17_balanced_np2_t4.log
bcsstk17,4,1,naive,NA,NA,NA,NA,results/bcsstk17_naive_np4_t1.log
bcsstk17,4,1,metis,NA,NA,NA,NA,results/bcsstk17_metis_np4_t1.log
bcsstk17,4,1,balanced,NA,NA,NA,NA,results/bcsstk17_balanced_np4_t1.log
bcsstk17,4,2,naive,NA,NA,NA,NA,results/bcsstk17_naive_np4_t2.log
bcsstk17,4,2,metis,NA,NA,NA,NA,results/bcsstk17_metis_np4_t2.log
bcsstk17,4,2,balanced,NA,NA,NA,NA,results/bcsstk17_balanced_np4_t2.log
bcsstk17,4,4,naive,NA,NA,NA,NA,results/bcsstk17_naive_np4_t4.log
bcsstk17,4,4,metis,NA,NA,NA,NA,results/bcsstk17_metis_np4_t4.log
bcsstk17,4,4,balanced,NA,NA,NA,NA,results/bcsstk17_balanced_np4_t4.log
bcsstk17,8,1,naive,NA,NA,NA,NA,results/bcsstk17_naive_np8_t1.log
bcsstk17,8,1,metis,NA,NA,NA,NA,results/bcsstk17_metis_np8_t1.log
bcsstk17,8,1,balanced,NA,NA,NA,NA,results/bcsstk17_balanced_np8_t1.log
bcsstk17,8,2,naive,NA,NA,NA,NA,results/bcsstk17_naive_np8_t2.log
bcsstk17,8,2,metis,NA,NA,NA,NA,results/bcsstk17_metis_np8_t2.log
bcsstk17,8,2,balanced,NA,NA,NA,NA,results/bcsstk17_balanced_np8_t2.log
bcsstk17,8,4,naive,NA,NA,NA,NA,results/bcsstk17_naive_np8_t4.log
bcsstk17,8,4,metis,NA,NA,NA,NA,results/bcsstk17_metis_np8_t4.log
bcsstk17,8,4,balanced,NA,NA,NA,NA,results/bcsstk17_balanced_np8_t4.log
bcsstk30,1,1,naive,0.013111,0.013004,0.000103,1.5714,results/bcsstk30_naive_np1_t1.log
bcsstk30,1,1,metis,NA,NA,NA,NA,results/bcsstk30_metis_np1_t1.log
bcsstk30,1,1,balanced,0.033757,0.023410,0.000011,0.8729,results/bcsstk30_balanced_np1_t1.log
bcsstk30,1,2,naive,0.012930,0.012841,0.000085,1.5914,results/bcsstk30_naive_np1_t2.log
bcsstk30,1,2,metis,NA,NA,NA,NA,results/bcsstk30_metis_np1_t2.log
bcsstk30,1,2,balanced,0.028671,0.021230,0.000012,0.9626,results/bcsstk30_balanced_np1_t2.log
bcsstk30,1,4,naive,0.011195,0.011089,0.000101,1.8427,results/bcsstk30_naive_np1_t4.log
bcsstk30,1,4,metis,NA,NA,NA,NA,results/bcsstk30_metis_np1_t4.log
bcsstk30,1,4,balanced,0.028039,0.021055,0.000016,0.9705,results/bcsstk30_balanced_np1_t4.log
bcsstk30,2,1,naive,0.013458,0.013163,0.008375,1.5525,results/bcsstk30_naive_np2_t1.log
bcsstk30,2,1,metis,0.005708,0.005514,0.001787,3.7062,results/bcsstk30_metis_np2_t1.log
bcsstk30,2,1,balanced,0.018100,0.009985,0.001025,2.0466,results/bcsstk30_balanced_np2_t1.log
bcsstk30,2,2,naive,0.010040,0.009065,0.003374,2.2544,results/bcsstk30_naive_np2_t2.log
bcsstk30,2,2,metis,0.007034,0.006278,0.000891,3.2552,results/bcsstk30_metis_np2_t2.log
bcsstk30,2,2,balanced,0.013966,0.007847,0.000459,2.6041,results/bcsstk30_balanced_np2_t2.log
bcsstk30,2,4,naive,0.007962,0.007689,0.002022,2.6578,results/bcsstk30_naive_np2_t4.log
bcsstk30,2,4,metis,0.013038,0.009768,0.006427,2.0920,results/bcsstk30_metis_np2_t4.log
bcsstk30,2,4,balanced,0.019859,0.010716,0.001834,1.9070,results/bcsstk30_balanced_np2_t4.log
bcsstk30,4,1,naive,NA,NA,NA,NA,results/bcsstk30_naive_np4_t1.log
bcsstk30,4,1,metis,NA,NA,NA,NA,results/bcsstk30_metis_np4_t1.log
bcsstk30,4,1,balanced,NA,NA,NA,NA,results/bcsstk30_balanced_np4_t1.log
bcsstk30,4,2,naive,NA,NA,NA,NA,results/bcsstk30_naive_np4_t2.log
bcsstk30,4,2,metis,NA,NA,NA,NA,results/bcsstk30_metis_np4_t2.log
bcsstk30,4,2,balanced,NA,NA,NA,NA,results/bcsstk30_balanced_np4_t2.log
bcsstk30,4,4,naive,NA,NA,NA,NA,results/bcsstk30_naive_np4_t4.log
bcsstk30,4,4,metis,NA,NA,NA,NA,results/bcsstk30_metis_np4_t4.log
bcsstk30,4,4,balanced,NA,NA,NA,NA,results/bcsstk30_balanced_np4_t4.log
bcsstk30,8,1,naive,NA,NA,NA,NA,results/bcsstk30_naive_np8_t1.log
bcsstk30,8,1,metis,NA,NA,NA,NA,results/bcsstk30_metis_np8_t1.log
bcsstk30,8,1,balanced,NA,NA,NA,NA,results/bcsstk30_balanced_np8_t1.log
bcsstk30,8,2,naive,NA,NA,NA,NA,results/bcsstk30_naive_np8_t2.log
bcsstk30,8,2,metis,NA,NA,NA,NA,results/bcsstk30_metis_np8_t2.log
bcsstk30,8,2,balanced,NA,NA,NA,NA,results/bcsstk30_balanced_np8_t2.log
bcsstk30,8,4,naive,NA,NA,NA,NA,results/bcsstk30_naive_np8_t4.log
bcsstk30,8,4,metis,NA,NA,NA,NA,results/bcsstk30_metis_np8_t4.log
bcsstk30,8,4,balanced,NA,NA,NA,NA,results/bcsstk30_balanced_np8_t4.log
bcsstk31,1,1,naive,0.008406,0.008225,0.000176,1.4363,results/bcsstk31_naive_np1_t1.log
bcsstk31,1,1,metis,NA,NA,NA,NA,results/bcsstk31_metis_np1_t1.log
bcsstk31,1,1,balanced,0.014904,0.010870,0.000011,1.0869,results/bcsstk31_balanced_np1_t1.log
bcsstk31,1,2,naive,0.005900,0.005815,0.000082,2.0315,results/bcsstk31_naive_np1_t2.log
bcsstk31,1,2,metis,NA,NA,NA,NA,results/bcsstk31_metis_np1_t2.log
bcsstk31,1,2,balanced,0.014740,0.010745,0.000010,1.0995,results/bcsstk31_balanced_np1_t2.log
bcsstk31,1,4,naive,0.005626,0.005539,0.000084,2.1330,results/bcsstk31_naive_np1_t4.log
bcsstk31,1,4,metis,NA,NA,NA,NA,results/bcsstk31_metis_np1_t4.log
bcsstk31,1,4,balanced,0.016496,0.011796,0.000010,1.0015,results/bcsstk31_balanced_np1_t4.log
bcsstk31,2,1,naive,0.003148,0.002921,0.000469,4.0444,results/bcsstk31_naive_np2_t1.log
bcsstk31,2,1,metis,0.002411,0.002208,0.000378,5.3497,results/bcsstk31_metis_np2_t1.log
bcsstk31,2,1,balanced,0.011248,0.007065,0.001942,1.6722,results/bcsstk31_balanced_np2_t1.log
bcsstk31,2,2,naive,0.003225,0.003021,0.000536,3.9102,results/bcsstk31_naive_np2_t2.log
bcsstk31,2,2,metis,0.039082,0.022851,0.034332,0.5170,results/bcsstk31_metis_np2_t2.log
bcsstk31,2,2,balanced,0.024341,0.010485,0.004752,1.1267,results/bcsstk31_balanced_np2_t2.log
bcsstk31,2,4,naive,0.005140,0.004105,0.001036,2.8780,results/bcsstk31_naive_np2_t4.log
bcsstk31,2,4,metis,0.004055,0.003751,0.000733,3.1494,results/bcsstk31_metis_np2_t4.log
bcsstk31,2,4,balanced,0.018159,0.013067,0.007123,0.9041,results/bcsstk31_balanced_np2_t4.log
bcsstk31,4,1,naive,NA,NA,NA,NA,results/bcsstk31_naive_np4_t1.log
bcsstk31,4,1,metis,NA,NA,NA,NA,results/bcsstk31_metis_np4_t1.log
bcsstk31,4,1,balanced,NA,NA,NA,NA,results/bcsstk31_balanced_np4_t1.log
bcsstk31,4,2,naive,NA,NA,NA,NA,results/bcsstk31_naive_np4_t2.log
bcsstk31,4,2,metis,NA,NA,NA,NA,results/bcsstk31_metis_np4_t2.log
bcsstk31,4,2,balanced,NA,NA,NA,NA,results/bcsstk31_balanced_np4_t2.log
bcsstk31,4,4,naive,NA,NA,NA,NA,results/bcsstk31_naive_np4_t4.log
bcsstk31,4,4,metis,NA,NA,NA,NA,results/bcsstk31_metis_np4_t4.log
bcsstk31,4,4,balanced,NA,NA,NA,NA,results/bcsstk31_balanced_np4_t4.log
bcsstk31,8,1,naive,NA,NA,NA,NA,results/bcsstk31_naive_np8_t1.log
bcsstk31,8,1,metis,NA,NA,NA,NA,results/bcsstk31_metis_np8_t1.log
bcsstk31,8,1,balanced,NA,NA,NA,NA,results/bcsstk31_balanced_np8_t1.log
bcsstk31,8,2,naive,NA,NA,NA,NA,results/bcsstk31_naive_np8_t2.log
bcsstk31,8,2,metis,NA,NA,NA,NA,results/bcsstk31_metis_np8_t2.log
bcsstk31,8,2,balanced,NA,NA,NA,NA,results/bcsstk31_balanced_np8_t2.log
bcsstk31,8,4,naive,NA,NA,NA,NA,results/bcsstk31_naive_np8_t4.log
bcsstk31,8,4,metis,NA,NA,NA,NA,results/bcsstk31_metis_np8_t4.log
bcsstk31,8,4,balanced,NA,NA,NA,NA,results/bcsstk31_balanced_np8_t4.log
1138_bus,1,1,naive,0.000058,0.000052,0.000005,0.7759,results/1138_bus_naive_np1_t1.log
1138_bus,1,1,metis,NA,NA,NA,NA,results/1138_bus_metis_np1_t1.log
1138_bus,1,1,balanced,0.000321,0.000192,0.000004,0.2113,results/1138_bus_balanced_np1_t1.log
1138_bus,1,2,naive,0.000196,0.000190,0.000005,0.2133,results/1138_bus_naive_np1_t2.log
1138_bus,1,2,metis,NA,NA,NA,NA,results/1138_bus_metis_np1_t2.log
1138_bus,1,2,balanced,0.000668,0.000551,0.000003,0.0736,results/1138_bus_balanced_np1_t2.log
1138_bus,1,4,naive,0.000588,0.000577,0.000010,0.0703,results/1138_bus_naive_np1_t4.log
1138_bus,1,4,metis,NA,NA,NA,NA,results/1138_bus_metis_np1_t4.log
1138_bus,1,4,balanced,0.001114,0.001006,0.000003,0.0403,results/1138_bus_balanced_np1_t4.log
1138_bus,2,1,naive,0.000078,0.000028,0.000050,1.4255,results/1138_bus_naive_np2_t1.log
1138_bus,2,1,metis,0.006043,0.000021,0.006020,1.8891,results/1138_bus_metis_np2_t1.log
1138_bus,2,1,balanced,0.000262,0.000097,0.000034,0.4187,results/1138_bus_balanced_np2_t1.log
1138_bus,2,2,naive,0.000276,0.000217,0.000060,0.1871,results/1138_bus_naive_np2_t2.log
1138_bus,2,2,metis,0.000340,0.000268,0.000101,0.1515,results/1138_bus_metis_np2_t2.log
1138_bus,2,2,balanced,0.000292,0.000212,0.000023,0.1917,results/1138_bus_balanced_np2_t2.log
1138_bus,2,4,naive,0.000294,0.000260,0.000043,0.1559,results/1138_bus_naive_np2_t4.log
1138_bus,2,4,metis,0.000523,0.000272,0.000250,0.1492,results/1138_bus_metis_np2_t4.log
1138_bus,2,4,balanced,0.000820,0.000677,0.000028,0.0599,results/1138_bus_balanced_np2_t4.log
1138_bus,4,1,naive,NA,NA,NA,NA,results/1138_bus_naive_np4_t1.log
1138_bus,4,1,metis,NA,NA,NA,NA,results/1138_bus_metis_np4_t1.log
1138_bus,4,1,balanced,NA,NA,NA,NA,results/1138_bus_balanced_np4_t1.log
1138_bus,4,2,naive,NA,NA,NA,NA,results/1138_bus_naive_np4_t2.log
1138_bus,4,2,metis,NA,NA,NA,NA,results/1138_bus_metis_np4_t2.log
1138_bus,4,2,balanced,NA,NA,NA,NA,results/1138_bus_balanced_np4_t2.log
1138_bus,4,4,naive,NA,NA,NA,NA,results/1138_bus_naive_np4_t4.log
1138_bus,4,4,metis,NA,NA,NA,NA,results/1138_bus_metis_np4_t4.log
1138_bus,4,4,balanced,NA,NA,NA,NA,results/1138_bus_balanced_np4_t4.log
1138_bus,8,1,naive,NA,NA,NA,NA,results/1138_bus_naive_np8_t1.log
1138_bus,8,1,metis,NA,NA,NA,NA,results/1138_bus_metis_np8_t1.log
1138_bus,8,1,balanced,NA,NA,NA,NA,results/1138_bus_balanced_np8_t1.log
1138_bus,8,2,naive,NA,NA,NA,NA,results/1138_bus_naive_np8_t2.log
1138_bus,8,2,metis,NA,NA,NA,NA,results/1138_bus_metis_np8_t2.log
1138_bus,8,2,balanced,NA,NA,NA,NA,results/1138_bus_balanced_np8_t2.log
1138_bus,8,4,naive,NA,NA,NA,NA,results/1138_bus_naive_np8_t4.log
1138_bus,8,4,metis,NA,NA,NA,NA,results/1138_bus_metis_np8_t4.log
1138_bus,8,4,balanced,NA,NA,NA,NA,results/1138_bus_balanced_np8_t4.log
494_bus,1,1,naive,0.000055,0.000044,0.000009,0.3751,results/494_bus_naive_np1_t1.log
494_bus,1,1,metis,NA,NA,NA,NA,results/494_bus_metis_np1_t1.log
494_bus,1,1,balanced,0.000221,0.000133,0.000006,0.1256,results/494_bus_balanced_np1_t1.log
494_bus,1,2,naive,0.000144,0.000139,0.000004,0.1199,results/494_bus_naive_np1_t2.log
494_bus,1,2,metis,NA,NA,NA,NA,results/494_bus_metis_np1_t2.log
494_bus,1,2,balanced,0.000198,0.000178,0.000001,0.0935,results/494_bus_balanced_np1_t2.log
494_bus,1,4,naive,0.000281,0.000276,0.000004,0.0603,results/494_bus_naive_np1_t4.log
494_bus,1,4,metis,NA,NA,NA,NA,results/494_bus_metis_np1_t4.log
494_bus,1,4,balanced,0.000753,0.000711,0.000003,0.0234,results/494_bus_balanced_np1_t4.log
494_bus,2,1,naive,0.000029,0.000014,0.000014,1.1933,results/494_bus_naive_np2_t1.log
494_bus,2,1,metis,0.000435,0.000019,0.000413,0.8641,results/494_bus_metis_np2_t1.log
494_bus,2,1,balanced,0.000109,0.000041,0.000018,0.4112,results/494_bus_balanced_np2_t1.log
494_bus,2,2,naive,0.000261,0.000237,0.000106,0.0704,results/494_bus_naive_np2_t2.log
494_bus,2,2,metis,0.000132,0.000117,0.000016,0.1426,results/494_bus_metis_np2_t2.log
494_bus,2,2,balanced,0.000245,0.000174,0.000018,0.0959,results/494_bus_balanced_np2_t2.log
494_bus,2,4,naive,0.000288,0.000272,0.000030,0.0613,results/494_bus_naive_np2_t4.log
494_bus,2,4,metis,0.000655,0.000611,0.000274,0.0273,results/494_bus_metis_np2_t4.log
494_bus,2,4,balanced,0.000523,0.000444,0.000024,0.0375,results/494_bus_balanced_np2_t4.log
494_bus,4,1,naive,NA,NA,NA,NA,results/494_bus_naive_np4_t1.log
494_bus,4,1,metis,NA,NA,NA,NA,results/494_bus_metis_np4_t1.log
494_bus,4,1,balanced,NA,NA,NA,NA,results/494_bus_balanced_np4_t1.log
494_bus,4,2,naive,NA,NA,NA,NA,results/494_bus_naive_np4_t2.log
494_bus,4,2,metis,NA,NA,NA,NA,results/494_bus_metis_np4_t2.log
494_bus,4,2,balanced,NA,NA,NA,NA,results/494_bus_balanced_np4_t2.log
494_bus,4,4,naive,NA,NA,NA,NA,results/494_bus_naive_np4_t4.log
494_bus,4,4,metis,NA,NA,NA,NA,results/494_bus_metis_np4_t4.log
494_bus,4,4,balanced,NA,NA,NA,NA,results/494_bus_balanced_np4_t4.log
494_bus,8,1,naive,NA,NA,NA,NA,results/494_bus_naive_np8_t1.log
494_bus,8,1,metis,NA,NA,NA,NA,results/494_bus_metis_np8_t1.log
494_bus,8,1,balanced,NA,NA,NA,NA,results/494_bus_balanced_np8_t1.log
494_bus,8,2,naive,NA,NA,NA,NA,results/494_bus_naive_np8_t2.log
494_bus,8,2,metis,NA,NA,NA,NA,results/494_bus_metis_np8_t2.log
494_bus,8,2,balanced,NA,NA,NA,NA,results/494_bus_balanced_np8_t2.log
494_bus,8,4,naive,NA,NA,NA,NA,results/494_bus_naive_np8_t4.log
494_bus,8,4,metis,NA,NA,NA,NA,results/494_bus_metis_np8_t4.log
494_bus,8,4,balanced,NA,NA,NA,NA,results/494_bus_balanced_np8_t4.log
bcspwr06,1,1,naive,0.000068,0.000050,0.000017,1.0538,results/bcspwr06_naive_np1_t1.log
bcspwr06,1,1,metis,NA,NA,NA,NA,results/bcspwr06_metis_np1_t1.log
bcspwr06,1,1,balanced,0.000279,0.000168,0.000003,0.3149,results/bcspwr06_balanced_np1_t1.log
bcspwr06,1,2,naive,0.000204,0.000197,0.000006,0.2686,results/bcspwr06_naive_np1_t2.log
bcspwr06,1,2,metis,NA,NA,NA,NA,results/bcspwr06_metis_np1_t2.log
bcspwr06,1,2,balanced,0.000333,0.000267,0.000002,0.1985,results/bcspwr06_balanced_np1_t2.log
bcspwr06,1,4,naive,0.000304,0.000297,0.000006,0.1786,results/bcspwr06_naive_np1_t4.log
bcspwr06,1,4,metis,NA,NA,NA,NA,results/bcspwr06_metis_np1_t4.log
bcspwr06,1,4,balanced,0.001926,0.001077,0.000004,0.0492,results/bcspwr06_balanced_np1_t4.log
bcspwr06,2,1,naive,0.000086,0.000033,0.000056,1.6245,results/bcspwr06_naive_np2_t1.log
bcspwr06,2,1,metis,0.000184,0.000028,0.000154,1.8848,results/bcspwr06_metis_np2_t1.log
bcspwr06,2,1,balanced,0.000177,0.000081,0.000042,0.6503,results/bcspwr06_balanced_np2_t1.log
bcspwr06,2,2,naive,0.000221,0.000171,0.000048,0.3097,results/bcspwr06_naive_np2_t2.log
bcspwr06,2,2,metis,0.000178,0.000136,0.000053,0.3884,results/bcspwr06_metis_np2_t2.log
bcspwr06,2,2,balanced,0.000312,0.000198,0.000017,0.2671,results/bcspwr06_balanced_np2_t2.log
bcspwr06,2,4,naive,0.000392,0.000348,0.000045,0.1525,results/bcspwr06_naive_np2_t4.log
bcspwr06,2,4,metis,0.000490,0.000441,0.000146,0.1202,results/bcspwr06_metis_np2_t4.log
bcspwr06,2,4,balanced,0.000573,0.000464,0.000040,0.1141,results/bcspwr06_balanced_np2_t4.log
bcspwr06,4,1,naive,NA,NA,NA,NA,results/bcspwr06_naive_np4_t1.log
bcspwr06,4,1,metis,NA,NA,NA,NA,results/bcspwr06_metis_np4_t1.log
bcspwr06,4,1,balanced,NA,NA,NA,NA,results/bcspwr06_balanced_np4_t1.log
bcspwr06,4,2,naive,NA,NA,NA,NA,results/bcspwr06_naive_np4_t2.log
bcspwr06,4,2,metis,NA,NA,NA,NA,results/bcspwr06_metis_np4_t2.log
bcspwr06,4,2,balanced,NA,NA,NA,NA,results/bcspwr06_balanced_np4_t2.log
bcspwr06,4,4,naive,NA,NA,NA,NA,results/bcspwr06_naive_np4_t4.log
bcspwr06,4,4,metis,NA,NA,NA,NA,results/bcspwr06_metis_np4_t4.log
bcspwr06,4,4,balanced,NA,NA,NA,NA,results/bcspwr06_balanced_np4_t4.log
bcspwr06,8,1,naive,NA,NA,NA,NA,results/bcspwr06_naive_np8_t1.log
bcspwr06,8,1,metis,NA,NA,NA,NA,results/bcspwr06_metis_np8_t1.log
bcspwr06,8,1,balanced,NA,NA,NA,NA,results/bcspwr06_balanced_np8_t1.log
bcspwr06,8,2,naive,NA,NA,NA,NA,results/bcspwr06_naive_np8_t2.log
bcspwr06,8,2,metis,NA,NA,NA,NA,results/bcspwr06_metis_np8_t2.log
bcspwr06,8,2,balanced,NA,NA,NA,NA,results/bcspwr06_balanced_np8_t2.log
bcspwr06,8,4,naive,NA,NA,NA,NA,results/bcspwr06_naive_np8_t4.log
bcspwr06,8,4,metis,NA,NA,NA,NA,results/bcspwr06_metis_np8_t4.log
bcspwr06,8,4,balanced,NA,NA,NA,NA,results/bcspwr06_balanced_np8_t4.log
bcspwr08,1,1,naive,0.000084,0.000077,0.000005,0.7829,results/bcspwr08_naive_np1_t1.log
bcspwr08,1,1,metis,NA,NA,NA,NA,results/bcspwr08_metis_np1_t1.log
bcspwr08,1,1,balanced,0.000240,0.000160,0.000002,0.3781,results/bcspwr08_balanced_np1_t1.log
bcspwr08,1,2,naive,0.000210,0.000203,0.000006,0.2980,results/bcspwr08_naive_np1_t2.log
bcspwr08,1,2,metis,NA,NA,NA,NA,results/bcspwr08_metis_np1_t2.log
bcspwr08,1,2,balanced,0.000821,0.000634,0.000004,0.0954,results/bcspwr08_balanced_np1_t2.log
